user_id,vege_id,score
13,4,46.32842450100001
13,5,51.539596703
13,6,49.212127453
13,7,52.374422601
13,8,42.622315785
13,9,45.506183902
13,10,59.38778127100001
13,11,41.805654611
13,12,42.876033333
13,13,36.342078201
13,14,38.54691007700001
13,15,39.917020396
13,16,54.704673992
13,17,47.572040783
13,18,73.868430338
13,19,40.16977371200001
13,20,48.281518436
13,21,36.729062477
13,22,45.71344723399999
13,23,80.918040278
14,0,41.499399154
14,1,67.529012808
14,2,44.908332007
14,3,57.689082756000005
14,4,44.259683995
14,5,48.405031099000006
14,6,48.530015955
14,7,51.344960156
14,8,40.849773746
14,9,43.820068782
14,10,52.99769331700001
14,11,38.549337166
14,12,41.149923333
14,13,33.971695323
14,14,35.52919425700001
14,15,38.965848373
14,16,43.905960788
14,17,46.022854503
14,18,66.060075595
14,19,37.156729845
14,20,49.581697090000006
14,21,34.386611014
14,22,39.290621524
14,23,79.82003990999999
15,0,44.91234364
15,1,71.89581117
15,2,48.635342308
15,3,59.249631681
15,4,53.173004524
15,5,50.211385487
15,6,52.001111032
15,7,55.487832696
15,8,44.65828864299999
15,9,48.090898935000006
15,10,56.87934753700001
15,11,43.985313865
15,12,44.331062501
15,13,38.626398312
15,14,41.044767154
15,15,43.395165967
15,16,57.010772311
15,17,48.242727053
15,18,75.80798517700002
15,19,41.111232501
15,20,52.86085574900001
15,21,38.977335197
15,22,42.639106328
15,23,83.83476662
16,0,23.758738378
16,1,47.75448046499999
16,2,27.366081912
16,3,34.601499717
16,4,21.085575702
16,5,29.446017897000004
16,6,30.857249676
16,7,31.175561237
16,8,22.968814822
16,9,28.280107781
16,10,25.511625924
16,11,22.608987742000004
16,12,23.826240489
16,13,17.761989471
16,14,19.350465484
16,15,21.131125759
16,16,25.735018427
16,17,28.501524629
16,18,42.891647368
16,19,21.570266214000004
16,20,30.126827677
16,21,19.077674246
16,22,22.286840672
16,23,36.382400944
17,0,30.196175213000004
17,1,50.964660503
17,2,32.184953951000004
17,3,43.200676696
17,4,32.829260250999994
17,5,37.235773056
17,6,34.049517115
17,7,36.855737243
17,8,31.147093976
17,9,31.864828054
17,10,40.380105509
17,11,30.920664587
17,12,30.863360965
17,13,25.218181801
17,14,28.02518621
17,15,28.901188225
17,16,42.557511331
17,17,35.926278941
17,18,56.491955764
17,19,29.076082849
17,20,34.239214194
17,21,26.284737233
17,22,33.868218813
17,23,56.36821041900001
18,0,28.80573178
18,1,49.25467195499999
18,2,31.523290557000003
18,3,42.835027974
18,4,30.760519745
18,5,34.101207452000004
18,6,33.367405617
18,7,35.826274798
18,8,29.374551937000003
18,9,30.178712934000004
18,10,33.990017555
18,11,27.664347142
18,12,29.137250965
18,13,22.847798923
18,14,25.00747039
18,15,27.950016202
18,16,31.758798126999995
18,17,34.377092661
18,18,48.683601021
18,19,26.063038982
18,20,35.53939284799999
18,21,23.94228577
18,22,27.445393103
18,23,55.270210051
19,0,32.218676266
19,1,53.621470317
19,2,35.250300858
19,3,44.395576899000005
19,4,39.67384027400001
19,5,35.90756184
19,6,36.838500694
19,7,39.969147338
19,8,33.183066834
19,9,34.449543087
19,10,37.871671775
19,11,33.100323841
19,12,32.318390132999994
19,13,27.502501912
19,14,30.523043287000004
19,15,32.379333796
19,16,44.86360965
19,17,36.596965211
19,18,58.43151060300001
19,19,30.017541638
19,20,38.818551507
19,21,28.533009953
19,22,30.793877906999995
19,23,59.284936761
20,0,36.452405752
20,1,66.02882131800001
20,2,40.751123362
20,3,49.455554499
20,4,34.58473995200001
20,5,43.749841544000006
20,6,46.019860014
20,7,46.694246595
20,8,34.444036631
20,9,41.921463629
20,10,44.519301686
20,11,33.493977766
20,12,35.838912857
20,13,28.885885871
20,14,29.872189351000003
20,15,32.14695793
20,16,37.882181088
20,17,40.147286471
20,18,60.26812194199999
20,19,32.663957077
20,20,44.169131919
20,21,29.52199949
20,22,34.132069093000005
20,23,60.932230803
21,0,42.889842587
21,1,69.23900135599999
21,2,45.569995401
21,3,58.054731478
21,4,46.32842450100001
21,5,51.539596703
21,6,49.212127453
21,7,52.374422601
21,8,42.622315785
21,9,45.506183902
21,10,59.38778127100001
21,11,41.805654611
21,12,42.876033333
21,13,36.342078201
21,14,38.54691007700001
21,15,39.917020396
21,16,54.704673992
21,17,47.572040783
21,18,73.868430338
21,19,40.16977371200001
21,20,48.281518436
21,21,36.729062477
21,22,45.71344723399999
21,23,80.918040278
22,0,41.499399154
22,1,67.529012808
22,2,44.908332007
22,3,57.689082756000005
22,4,44.259683995
22,5,48.405031099000006
22,6,48.530015955
22,7,51.344960156
22,8,40.849773746
22,9,43.820068782
22,10,52.99769331700001
22,11,38.549337166
22,12,41.149923333
22,13,33.971695323
22,14,35.52919425700001
22,15,38.965848373
22,16,43.905960788
22,17,46.022854503
22,18,66.060075595
22,19,37.156729845
22,20,49.581697090000006
22,21,34.386611014
22,22,39.290621524
22,23,79.82003990999999
23,0,44.91234364
23,1,71.89581117
23,2,48.635342308
23,3,59.249631681
23,4,53.173004524
23,5,50.211385487
23,6,52.001111032
23,7,55.487832696
23,8,44.65828864299999
23,9,48.090898935000006
23,10,56.87934753700001
23,11,43.985313865
23,12,44.331062501
23,13,38.626398312
23,14,41.044767154
23,15,43.395165967
23,16,57.010772311
23,17,48.242727053
23,18,75.80798517700002
23,19,41.111232501
23,20,52.86085574900001
23,21,38.977335197
23,22,42.639106328
23,23,83.83476662
24,0,26.609622353
24,1,49.194819139
24,2,28.806420586
24,3,37.442766337
24,4,22.96510689
24,5,31.925030838000005
24,6,32.29758835
24,7,32.615899911
24,8,24.409153496
24,9,29.720446455
24,10,28.073989269
24,11,25.604132031
24,12,25.994292307
24,13,19.202328145000003
24,14,21.130617344
24,15,23.645402332
24,16,27.175357101
24,17,30.114975681
24,18,44.331986042
24,19,23.776787449000004
24,20,31.567166351
24,21,20.51801292
24,22,24.666474285
24,23,39.255725412
25,0,33.047059188
25,1,52.404999177
25,2,33.625292625
25,3,46.041943316
25,4,34.708791438999995
25,5,39.714785997
25,6,35.489855789
25,7,38.296075917
25,8,32.58743265
25,9,33.305166728
25,10,42.942468854
25,11,33.915808876
25,12,33.031412783
25,13,26.658520475000003
25,14,29.80533807
25,15,31.415464798
25,16,43.997850005
25,17,37.539729993
25,18,57.932294438
25,19,31.28260408400001
25,20,35.679552867999995
25,21,27.725075907
25,22,36.247852426
25,23,59.241534887
26,0,31.656615755
26,1,50.695010629
26,2,32.963629231
26,3,45.676294594
26,4,32.640050933000005
26,5,36.580220393000005
26,6,34.807744291
26,7,37.266613472
26,8,30.814890611000003
26,9,31.619051608
26,10,36.5523809
26,11,30.659491431
26,12,31.305302783
26,13,24.288137597
26,14,26.78762225
26,15,30.464292775
26,16,33.199136800999995
26,17,35.990543713
26,18,50.12393969499999
26,19,28.269560217
26,20,36.979731522
26,21,25.382624444
26,22,29.825026716
26,23,58.143534519
27,0,35.069560241
27,1,55.061808991
27,2,36.690639532
27,3,47.236843519
27,4,41.55337146200001
27,5,38.386574781
27,6,38.278839368
27,7,41.409486012
27,8,34.623405508
27,9,35.889881761000005
27,10,40.43403512
27,11,36.09546813
27,12,34.486441951
27,13,28.942840586000003
27,14,32.303195147000004
27,15,34.893610369
27,16,46.303948324
27,17,38.210416263
27,18,59.87184927700001
27,19,32.224062873
27,20,40.258890181
27,21,29.973348626999996
27,22,33.17351152
27,23,62.158261229
28,0,22.901689124
28,1,48.15979842899999
28,2,28.179936969
28,3,33.791191029000004
28,4,21.27437314
28,5,27.362176450000003
28,6,31.394741405
28,7,32.037479481999995
28,8,23.277534046000003
28,9,28.613330964
28,10,23.993235477
28,11,22.100396597000003
28,12,21.922872178
28,13,17.794817732
28,14,19.082662641
28,15,20.899370307
28,16,26.031721854
28,17,27.968429526
28,18,45.182264529
28,19,20.340491075000003
28,20,32.45467314
28,21,19.074455116
28,22,21.34568084
28,23,36.689703074
29,0,29.339125959
29,1,51.369978467
29,2,32.998809008
29,3,42.390368008
29,4,33.018057688999995
29,5,35.151931609
29,6,34.587008844
29,7,37.717655488
29,8,31.4558132
29,9,32.198051237
29,10,38.861715062
29,11,30.412073442
29,12,28.959992654
29,13,25.251010062
29,14,27.757383367000003
29,15,28.669432773
29,16,42.854214758
29,17,35.393183838
29,18,58.782572925
29,19,27.846307710000005
29,20,36.567059657
29,21,26.281518103
29,22,32.927058981
29,23,56.675512549
30,0,27.948682526
30,1,49.65998991899999
30,2,32.337145614
30,3,42.024719286
30,4,30.949317183
30,5,32.01736600500001
30,6,33.904897346
30,7,36.688193043
30,8,29.683271161000004
30,9,30.511936117000005
30,10,32.471627108
30,11,27.155755997
30,12,27.233882654
30,13,22.880627184
30,14,24.739667547000003
30,15,27.71826075
30,16,32.055501554
30,17,33.843997558
30,18,50.974218182
30,19,24.833263843
30,20,37.867238311
30,21,23.93906664
30,22,26.504233271
30,23,55.577512181
31,0,31.361627012
31,1,54.026788281
31,2,36.064155915
31,3,43.585268211000006
31,4,39.86263771200001
31,5,33.823720393
31,6,37.37599242300001
31,7,40.831065583
31,8,33.491786058
31,9,34.78276627
31,10,36.353281328
31,11,32.591732696
31,12,30.415021821999996
31,13,27.535330173
31,14,30.255240444
31,15,32.147578344
31,16,45.160313077
31,17,36.063870108
31,18,60.72212776400001
31,19,28.787766499
31,20,41.14639697
31,21,28.529790822999995
31,22,29.852718074999995
31,23,59.592238891
32,0,36.452405752
32,1,66.02882131800001
32,2,40.751123362
32,3,49.455554499
32,4,34.58473995200001
32,5,43.749841544000006
32,6,46.019860014
32,7,46.694246595
32,8,34.444036631
32,9,41.921463629
32,10,44.519301686
32,11,33.493977766
32,12,35.838912857
32,13,28.885885871
32,14,29.872189351000003
32,15,32.14695793
32,16,37.882181088
32,17,40.147286471
32,18,60.26812194199999
32,19,32.663957077
32,20,44.169131919
32,21,29.52199949
32,22,34.132069093000005
32,23,60.932230803
33,0,42.889842587
33,1,69.23900135599999
33,2,45.569995401
33,3,58.054731478
33,4,46.32842450100001
33,5,51.539596703
33,6,49.212127453
33,7,52.374422601
33,8,42.622315785
33,9,45.506183902
33,10,59.38778127100001
33,11,41.805654611
33,12,42.876033333
33,13,36.342078201
33,14,38.54691007700001
33,15,39.917020396
33,16,54.704673992
33,17,47.572040783
33,18,73.868430338
33,19,40.16977371200001
33,20,48.281518436
33,21,36.729062477
33,22,45.71344723399999
33,23,80.918040278
34,0,41.499399154
34,1,67.529012808
34,2,44.908332007
34,3,57.689082756000005
34,4,44.259683995
34,5,48.405031099000006
34,6,48.530015955
34,7,51.344960156
34,8,40.849773746
34,9,43.820068782
34,10,52.99769331700001
34,11,38.549337166
34,12,41.149923333
34,13,33.971695323
34,14,35.52919425700001
34,15,38.965848373
34,16,43.905960788
34,17,46.022854503
34,18,66.060075595
34,19,37.156729845
34,20,49.581697090000006
34,21,34.386611014
34,22,39.290621524
34,23,79.82003990999999
35,0,44.91234364
35,1,71.89581117
35,2,48.635342308
35,3,59.249631681
35,4,53.173004524
35,5,50.211385487
35,6,52.001111032
35,7,55.487832696
35,8,44.65828864299999
35,9,48.090898935000006
35,10,56.87934753700001
35,11,43.985313865
35,12,44.331062501
35,13,38.626398312
35,14,41.044767154
35,15,43.395165967
35,16,57.010772311
35,17,48.242727053
35,18,75.80798517700002
35,19,41.111232501
35,20,52.86085574900001
35,21,38.977335197
35,22,42.639106328
35,23,83.83476662
36,0,23.758738378
36,1,47.75448046499999
36,2,27.366081912
36,3,34.601499717
36,4,21.085575702
36,5,29.446017897000004
36,6,30.857249676
36,7,31.175561237
36,8,22.968814822
36,9,28.280107781
36,10,25.511625924
36,11,22.608987742000004
36,12,23.826240489
36,13,17.761989471
36,14,19.350465484
36,15,21.131125759
36,16,25.735018427
36,17,28.501524629
36,18,42.891647368
36,19,21.570266214000004
36,20,30.126827677
36,21,19.077674246
36,22,22.286840672
36,23,36.382400944
37,0,30.196175213000004
37,1,50.964660503
37,2,32.184953951000004
37,3,43.200676696
37,4,32.829260250999994
37,5,37.235773056
37,6,34.049517115
37,7,36.855737243
37,8,31.147093976
37,9,31.864828054
37,10,40.380105509
37,11,30.920664587
37,12,30.863360965
37,13,25.218181801
37,14,28.02518621
37,15,28.901188225
37,16,42.557511331
37,17,35.926278941
37,18,56.491955764
37,19,29.076082849
37,20,34.239214194
37,21,26.284737233
37,22,33.868218813
37,23,56.36821041900001
38,0,28.80573178
38,1,49.25467195499999
38,2,31.523290557000003
38,3,42.835027974
38,4,30.760519745
38,5,34.101207452000004
38,6,33.367405617
38,7,35.826274798
38,8,29.374551937000003
38,9,30.178712934000004
38,10,33.990017555
38,11,27.664347142
38,12,29.137250965
38,13,22.847798923
38,14,25.00747039
38,15,27.950016202
38,16,31.758798126999995
38,17,34.377092661
38,18,48.683601021
38,19,26.063038982
38,20,35.53939284799999
38,21,23.94228577
38,22,27.445393103
38,23,55.270210051
39,0,32.218676266
39,1,53.621470317
39,2,35.250300858
39,3,44.395576899000005
39,4,39.67384027400001
39,5,35.90756184
39,6,36.838500694
39,7,39.969147338
39,8,33.183066834
39,9,34.449543087
39,10,37.871671775
39,11,33.100323841
39,12,32.318390132999994
39,13,27.502501912
39,14,30.523043287000004
39,15,32.379333796
39,16,44.86360965
39,17,36.596965211
39,18,58.43151060300001
39,19,30.017541638
39,20,38.818551507
39,21,28.533009953
39,22,30.793877906999995
39,23,59.284936761
40,0,36.452405752
40,1,66.02882131800001
40,2,40.751123362
40,3,49.455554499
40,4,34.58473995200001
40,5,43.749841544000006
40,6,46.019860014
40,7,46.694246595
40,8,34.444036631
40,9,41.921463629
40,10,44.519301686
40,11,33.493977766
40,12,35.838912857
40,13,28.885885871
40,14,29.872189351000003
40,15,32.14695793
40,16,37.882181088
40,17,40.147286471
40,18,60.26812194199999
40,19,32.663957077
40,20,44.169131919
40,21,29.52199949
40,22,34.132069093000005
40,23,60.932230803
41,0,42.889842587
41,1,69.23900135599999
41,2,45.569995401
41,3,58.054731478
41,4,46.32842450100001
41,5,51.539596703
41,6,49.212127453
41,7,52.374422601
41,8,42.622315785
41,9,45.506183902
41,10,59.38778127100001
41,11,41.805654611
41,12,42.876033333
41,13,36.342078201
41,14,38.54691007700001
41,15,39.917020396
41,16,54.704673992
41,17,47.572040783
41,18,73.868430338
41,19,40.16977371200001
41,20,48.281518436
41,21,36.729062477
41,22,45.71344723399999
41,23,80.918040278
42,0,41.499399154
42,1,67.529012808
42,2,44.908332007
42,3,57.689082756000005
42,4,44.259683995
42,5,48.405031099000006
42,6,48.530015955
42,7,51.344960156
42,8,40.849773746
42,9,43.820068782
42,10,52.99769331700001
42,11,38.549337166
42,12,41.149923333
42,13,33.971695323
42,14,35.52919425700001
42,15,38.965848373
42,16,43.905960788
42,17,46.022854503
42,18,66.060075595
42,19,37.156729845
42,20,49.581697090000006
42,21,34.386611014
42,22,39.290621524
42,23,79.82003990999999
43,0,44.91234364
43,1,71.89581117
43,2,48.635342308
43,3,59.249631681
43,4,53.173004524
43,5,50.211385487
43,6,52.001111032
43,7,55.487832696
43,8,44.65828864299999
43,9,48.090898935000006
43,10,56.87934753700001
43,11,43.985313865
43,12,44.331062501
43,13,38.626398312
43,14,41.044767154
43,15,43.395165967
43,16,57.010772311
43,17,48.242727053
43,18,75.80798517700002
43,19,41.111232501
43,20,52.86085574900001
43,21,38.977335197
43,22,42.639106328
43,23,83.83476662
44,0,26.609622353
44,1,49.194819139
44,2,28.806420586
44,3,37.442766337
44,4,22.96510689
44,5,31.925030838000005
44,6,32.29758835
44,7,32.615899911
44,8,24.409153496
44,9,29.720446455
44,10,28.073989269
44,11,25.604132031
44,12,25.994292307
44,13,19.202328145000003
44,14,21.130617344
44,15,23.645402332
44,16,27.175357101
44,17,30.114975681
44,18,44.331986042
44,19,23.776787449000004
44,20,31.567166351
44,21,20.51801292
44,22,24.666474285
44,23,39.255725412
45,0,33.047059188
45,1,52.404999177
45,2,33.625292625
45,3,46.041943316
45,4,34.708791438999995
45,5,39.714785997
45,6,35.489855789
45,7,38.296075917
45,8,32.58743265
45,9,33.305166728
45,10,42.942468854
45,11,33.915808876
45,12,33.031412783
45,13,26.658520475000003
45,14,29.80533807
45,15,31.415464798
45,16,43.997850005
45,17,37.539729993
45,18,57.932294438
45,19,31.28260408400001
45,20,35.679552867999995
45,21,27.725075907
45,22,36.247852426
45,23,59.241534887
46,0,31.656615755
46,1,50.695010629
46,2,32.963629231
46,3,45.676294594
46,4,32.640050933000005
46,5,36.580220393000005
46,6,34.807744291
46,7,37.266613472
46,8,30.814890611000003
46,9,31.619051608
46,10,36.5523809
46,11,30.659491431
46,12,31.305302783
46,13,24.288137597
46,14,26.78762225
46,15,30.464292775
46,16,33.199136800999995
46,17,35.990543713
46,18,50.12393969499999
46,19,28.269560217
46,20,36.979731522
46,21,25.382624444
46,22,29.825026716
46,23,58.143534519
47,0,35.069560241
47,1,55.061808991
47,2,36.690639532
47,3,47.236843519
47,4,41.55337146200001
47,5,38.386574781
47,6,38.278839368
47,7,41.409486012
47,8,34.623405508
47,9,35.889881761000005
47,10,40.43403512
47,11,36.09546813
47,12,34.486441951
47,13,28.942840586000003
47,14,32.303195147000004
47,15,34.893610369
47,16,46.303948324
47,17,38.210416263
47,18,59.87184927700001
47,19,32.224062873
47,20,40.258890181
47,21,29.973348626999996
47,22,33.17351152
47,23,62.158261229
48,0,22.901689124
48,1,48.15979842899999
48,2,28.179936969
48,3,33.791191029000004
48,4,21.27437314
48,5,27.362176450000003
48,6,31.394741405
48,7,32.037479481999995
48,8,23.277534046000003
48,9,28.613330964
48,10,23.993235477
48,11,22.100396597000003
48,12,21.922872178
48,13,17.794817732
48,14,19.082662641
48,15,20.899370307
48,16,26.031721854
48,17,27.968429526
48,18,45.182264529
48,19,20.340491075000003
48,20,32.45467314
48,21,19.074455116
48,22,21.34568084
48,23,36.689703074
49,0,29.339125959
49,1,51.369978467
49,2,32.998809008
49,3,42.390368008
49,4,33.018057688999995
49,5,35.151931609
49,6,34.587008844
49,7,37.717655488
49,8,31.4558132
49,9,32.198051237
49,10,38.861715062
49,11,30.412073442
49,12,28.959992654
49,13,25.251010062
49,14,27.757383367000003
49,15,28.669432773
49,16,42.854214758
49,17,35.393183838
49,18,58.782572925
49,19,27.846307710000005
49,20,36.567059657
49,21,26.281518103
49,22,32.927058981
49,23,56.675512549
50,0,27.948682526
50,1,49.65998991899999
50,2,32.337145614
50,3,42.024719286
50,4,30.949317183
50,5,32.01736600500001
50,6,33.904897346
50,7,36.688193043
50,8,29.683271161000004
50,9,30.511936117000005
50,10,32.471627108
50,11,27.155755997
50,12,27.233882654
50,13,22.880627184
50,14,24.739667547000003
50,15,27.71826075
50,16,32.055501554
50,17,33.843997558
50,18,50.974218182
50,19,24.833263843
50,20,37.867238311
50,21,23.93906664
50,22,26.504233271
50,23,55.577512181
51,0,31.361627012
51,1,54.026788281
51,2,36.064155915
51,3,43.585268211000006
51,4,39.86263771200001
51,5,33.823720393
51,6,37.37599242300001
51,7,40.831065583
51,8,33.491786058
51,9,34.78276627
51,10,36.353281328
51,11,32.591732696
51,12,30.415021821999996
51,13,27.535330173
51,14,30.255240444
51,15,32.147578344
51,16,45.160313077
51,17,36.063870108
51,18,60.72212776400001
51,19,28.787766499
51,20,41.14639697
51,21,28.529790822999995
51,22,29.852718074999995
51,23,59.592238891
52,0,36.452405752
52,1,66.02882131800001
52,2,40.751123362
52,3,49.455554499
52,4,34.58473995200001
52,5,43.749841544000006
52,6,46.019860014
52,7,46.694246595
52,8,34.444036631
52,9,41.921463629
52,10,44.519301686
52,11,33.493977766
52,12,35.838912857
52,13,28.885885871
52,14,29.872189351000003
52,15,32.14695793
52,16,37.882181088
52,17,40.147286471
52,18,60.26812194199999
52,19,32.663957077
52,20,44.169131919
52,21,29.52199949
52,22,34.132069093000005
52,23,60.932230803
53,0,42.889842587
53,1,69.23900135599999
53,2,45.569995401
53,3,58.054731478
53,4,46.32842450100001
53,5,51.539596703
53,6,49.212127453
53,7,52.374422601
53,8,42.622315785
53,9,45.506183902
53,10,59.38778127100001
53,11,41.805654611
53,12,42.876033333
53,13,36.342078201
53,14,38.54691007700001
53,15,39.917020396
53,16,54.704673992
53,17,47.572040783
53,18,73.868430338
53,19,40.16977371200001
53,20,48.281518436
53,21,36.729062477
53,22,45.71344723399999
53,23,80.918040278
54,0,41.499399154
54,1,67.529012808
54,2,44.908332007
54,3,57.689082756000005
54,4,44.259683995
54,5,48.405031099000006
54,6,48.530015955
54,7,51.344960156
54,8,40.849773746
54,9,43.820068782
54,10,52.99769331700001
54,11,38.549337166
54,12,41.149923333
54,13,33.971695323
54,14,35.52919425700001
54,15,38.965848373
54,16,43.905960788
54,17,46.022854503
54,18,66.060075595
54,19,37.156729845
54,20,49.581697090000006
54,21,34.386611014
54,22,39.290621524
54,23,79.82003990999999
55,0,44.91234364
55,1,71.89581117
55,2,48.635342308
55,3,59.249631681
55,4,53.173004524
55,5,50.211385487
55,6,52.001111032
55,7,55.487832696
55,8,44.65828864299999
55,9,48.090898935000006
55,10,56.87934753700001
55,11,43.985313865
55,12,44.331062501
55,13,38.626398312
55,14,41.044767154
55,15,43.395165967
55,16,57.010772311
55,17,48.242727053
